PaperId,CitedPaper
9e27a083-e5cc-4796-a969-013f68aaf697,560d9715-eeaf-4ec9-b665-53fb6d175214
9e27a083-e5cc-4796-a969-013f68aaf697,7cfff9c3-f95b-4c70-92a6-fab47ee82fb7
9e27a083-e5cc-4796-a969-013f68aaf697,db6ced48-35a8-47f4-a4d4-d089acc05a18
9e27a083-e5cc-4796-a969-013f68aaf697,948662ce-1854-4f21-9d57-289e292071e6
9e27a083-e5cc-4796-a969-013f68aaf697,dd1a18c1-09d5-4287-882a-9e2430a42bfc
9e27a083-e5cc-4796-a969-013f68aaf697,18e0693e-b774-4938-b600-c9b41fb820e8
9e27a083-e5cc-4796-a969-013f68aaf697,a50cbd72-a13e-4d27-8b4e-2bfd65a453d4
9e27a083-e5cc-4796-a969-013f68aaf697,b3224727-d185-402f-9d75-299a02b7bf95
9e27a083-e5cc-4796-a969-013f68aaf697,213f9c00-e012-460e-8b5f-9fecda7e6cc9
9e27a083-e5cc-4796-a969-013f68aaf697,deabe1fe-e81a-4ec1-89c9-c067be09f991
9e27a083-e5cc-4796-a969-013f68aaf697,e8a51ddd-ca03-45d9-abc9-a5d8d52979e7
9e27a083-e5cc-4796-a969-013f68aaf697,66daa803-2ff1-4d15-ad56-7ecf4e9b9ad8
9e27a083-e5cc-4796-a969-013f68aaf697,bc6f5362-0651-49db-b21a-f9741592b796
9e27a083-e5cc-4796-a969-013f68aaf697,52cf9956-4f74-4381-a4e9-4b7c0b8c7833
9e27a083-e5cc-4796-a969-013f68aaf697,ffcf74ce-aa64-405d-8beb-a4b24554980c
9e27a083-e5cc-4796-a969-013f68aaf697,3666a1a1-a284-4d23-8d15-9410f66fc244
e99a7958-03a7-4e66-8f5f-ad3c67217b89,bad999df-d399-424e-97dd-5342629a781d
e99a7958-03a7-4e66-8f5f-ad3c67217b89,78ffb3cb-d9b7-48f2-99a7-08dc93d08cef
e99a7958-03a7-4e66-8f5f-ad3c67217b89,92a24b4d-762d-4051-86d2-c70a43921e56
e99a7958-03a7-4e66-8f5f-ad3c67217b89,fa1cbcf1-d07f-420d-8fbf-bea1d99be88f
e99a7958-03a7-4e66-8f5f-ad3c67217b89,d35610ac-29dd-40d8-82e9-3952178720d7
e99a7958-03a7-4e66-8f5f-ad3c67217b89,f518bba4-2534-49fc-9334-fc160a7d5288
e99a7958-03a7-4e66-8f5f-ad3c67217b89,d3b963ba-ae4e-4287-a45c-7cb39dc29e49
e99a7958-03a7-4e66-8f5f-ad3c67217b89,9843e136-2aab-4468-ae9b-89245b509696
e99a7958-03a7-4e66-8f5f-ad3c67217b89,a7225716-a2aa-4862-a0e0-11a54fcd83cb
e99a7958-03a7-4e66-8f5f-ad3c67217b89,dc480dd8-1f6e-4b18-ac47-8da451380000
e99a7958-03a7-4e66-8f5f-ad3c67217b89,0c5a6378-d8e8-4ae4-b691-ae1615dc8f1e
e99a7958-03a7-4e66-8f5f-ad3c67217b89,25bff77f-9fa2-45ff-8cfc-ea7946962aee
e99a7958-03a7-4e66-8f5f-ad3c67217b89,49ecf4c6-4f05-4078-b15f-227f8cf9aef1
e99a7958-03a7-4e66-8f5f-ad3c67217b89,5ab37d57-404c-42f6-bdeb-3edf1f472c60
e99a7958-03a7-4e66-8f5f-ad3c67217b89,4fa3c92b-5f2d-421b-b827-c4a866a5ebe0
e99a7958-03a7-4e66-8f5f-ad3c67217b89,8a0fd9bc-df4c-42eb-93f9-033d067febb1
e99a7958-03a7-4e66-8f5f-ad3c67217b89,1d652a52-f113-44e4-a528-c24aacef9c10
e99a7958-03a7-4e66-8f5f-ad3c67217b89,d93ada43-e30e-4865-9da8-6b7ebe658989
e99a7958-03a7-4e66-8f5f-ad3c67217b89,d911f1e7-8ea9-441c-96a3-4f0346aece49
e99a7958-03a7-4e66-8f5f-ad3c67217b89,b62619a9-dc83-4ff0-8bd6-002c21080e20
e99a7958-03a7-4e66-8f5f-ad3c67217b89,ffbe657d-3977-43a2-bca6-c165d7fea5de
e99a7958-03a7-4e66-8f5f-ad3c67217b89,423235f5-56ea-422c-bdd9-c14545316ccb
e99a7958-03a7-4e66-8f5f-ad3c67217b89,aeeb9ae0-e131-49ba-88ea-50c380fd3d7c
e99a7958-03a7-4e66-8f5f-ad3c67217b89,1fe6d3df-e714-402a-8f46-4fac5b6f28af
e99a7958-03a7-4e66-8f5f-ad3c67217b89,ec354951-600d-436d-aa7b-ce27e595ec72
e99a7958-03a7-4e66-8f5f-ad3c67217b89,f2547509-c309-4044-afa4-32abc925ddad
e99a7958-03a7-4e66-8f5f-ad3c67217b89,d6bf8387-7545-4e2f-8203-46bb9aa1f371
ac5c33a3-39c6-4814-b313-2a392b20fc29,be3cfa09-717f-47b5-9281-603c2eb646b5
ac5c33a3-39c6-4814-b313-2a392b20fc29,e8dd1e3e-ad23-451a-81c9-026c21000826
ac5c33a3-39c6-4814-b313-2a392b20fc29,d98d4e3f-74f8-4975-b740-5b7ff06d20bb
ac5c33a3-39c6-4814-b313-2a392b20fc29,faf2ca67-8574-48cb-8e3f-a4416b69105d
ac5c33a3-39c6-4814-b313-2a392b20fc29,353c204c-a9da-42bb-a7be-0513ccf9531d
ac5c33a3-39c6-4814-b313-2a392b20fc29,1b87dec1-6716-421d-9e60-381863311490
ac5c33a3-39c6-4814-b313-2a392b20fc29,a8e5f991-b3cc-45c1-9f7d-afe0447962e8
ac5c33a3-39c6-4814-b313-2a392b20fc29,7c62b8b9-7225-4965-80f9-5b0aaa3e5fc6
ac5c33a3-39c6-4814-b313-2a392b20fc29,c5826803-2526-4329-86ed-69e4f68f6359
ac5c33a3-39c6-4814-b313-2a392b20fc29,55f4434f-d1a6-466d-8c08-ce9c25f356b8
ac5c33a3-39c6-4814-b313-2a392b20fc29,8a3ba4fe-ee62-486c-a312-189bfb9a2dfc
ac5c33a3-39c6-4814-b313-2a392b20fc29,e10f732e-0925-4f94-808d-aca9702f1c39
ac5c33a3-39c6-4814-b313-2a392b20fc29,528474e4-e89f-408f-a45f-bbddf0c7b56d
ac5c33a3-39c6-4814-b313-2a392b20fc29,90ddce7c-ff97-44f7-a8fb-9ae56d679344
ac5c33a3-39c6-4814-b313-2a392b20fc29,268abc74-f345-4205-bbc6-4c6c4345a4ae
ac5c33a3-39c6-4814-b313-2a392b20fc29,9b61e076-997f-44e8-bae7-97f10fcef15c
ac5c33a3-39c6-4814-b313-2a392b20fc29,531476cf-ee5b-4e8e-99c6-81e82b1b91bc
ac5c33a3-39c6-4814-b313-2a392b20fc29,80679ccd-66e8-4495-9025-3e7b06249328
50c01ef0-d84c-4505-96a2-f87dd3861de6,bab4e631-fbca-4775-b978-4f0c60197d3a
50c01ef0-d84c-4505-96a2-f87dd3861de6,94ae6e70-f68f-45ba-a5b4-6c43ae088080
50c01ef0-d84c-4505-96a2-f87dd3861de6,b249a6e0-2a98-406d-b48a-7a25f8befa2f
50c01ef0-d84c-4505-96a2-f87dd3861de6,0607ded6-c6c3-4e2b-b8b4-628d08ee316b
50c01ef0-d84c-4505-96a2-f87dd3861de6,3a1c7cc6-bd7d-4912-9700-34c345ea2bc1
50c01ef0-d84c-4505-96a2-f87dd3861de6,94e3ff8e-2bf9-4364-964c-b09154a10252
50c01ef0-d84c-4505-96a2-f87dd3861de6,a0adf04b-145f-444f-92ac-8d6d589f6daf
50c01ef0-d84c-4505-96a2-f87dd3861de6,ad955955-d618-407b-a9c7-5f406f62af7a
50c01ef0-d84c-4505-96a2-f87dd3861de6,bbb340ea-33d1-45b2-8673-083f6e5114e9
50c01ef0-d84c-4505-96a2-f87dd3861de6,43f41cf7-ac4f-4729-972b-0fdb5cca1b72
50c01ef0-d84c-4505-96a2-f87dd3861de6,03c0f165-5e3f-4784-b4ff-ec44a52e0de3
50c01ef0-d84c-4505-96a2-f87dd3861de6,eb99a4f0-7bf6-40b4-9d93-43a300d07d6a
50c01ef0-d84c-4505-96a2-f87dd3861de6,fea2dfd1-0724-4cd0-b480-710d98646c0c
50c01ef0-d84c-4505-96a2-f87dd3861de6,1f1938fa-fe52-49df-b769-2975b140a2f2
50c01ef0-d84c-4505-96a2-f87dd3861de6,8747851a-9f17-4ab5-9d0d-78201cd49198
50c01ef0-d84c-4505-96a2-f87dd3861de6,6363e564-0489-4c21-b20b-293e3b2a1cd9
50c01ef0-d84c-4505-96a2-f87dd3861de6,ec7f2626-fa9f-4685-b676-c29303f031be
50c01ef0-d84c-4505-96a2-f87dd3861de6,fcb49f06-c7ce-4dbd-9e7c-d4420dec0cfa
50c01ef0-d84c-4505-96a2-f87dd3861de6,5563de5a-6cca-4d40-a5bc-b8deaac030c1
50c01ef0-d84c-4505-96a2-f87dd3861de6,f8549fb2-ea7b-4ec9-9fcd-b8c6376092d9
50c01ef0-d84c-4505-96a2-f87dd3861de6,80679ccd-66e8-4495-9025-3e7b06249328
50c01ef0-d84c-4505-96a2-f87dd3861de6,5cffd494-96ed-4abb-86b5-6bb794e78da8
50c01ef0-d84c-4505-96a2-f87dd3861de6,e8dd1e3e-ad23-451a-81c9-026c21000826
50c01ef0-d84c-4505-96a2-f87dd3861de6,0725d877-2ba0-4e4a-b999-59aac964f423
50c01ef0-d84c-4505-96a2-f87dd3861de6,04e11379-e920-4d03-9f35-86f7422d75e5
50c01ef0-d84c-4505-96a2-f87dd3861de6,4c4fd355-6a11-4ecb-812e-33437a42590a
50c01ef0-d84c-4505-96a2-f87dd3861de6,f624a2ef-a1f5-48ef-96b3-3197da2242fd
378d79f1-b096-462b-b755-e233eff53f76,971777cd-5be9-4e4e-adf0-a300701337eb
378d79f1-b096-462b-b755-e233eff53f76,b02898b0-9d59-41bc-a1b3-0df484e1a434
378d79f1-b096-462b-b755-e233eff53f76,852e5057-7980-451f-82fc-ee467ca86de7
378d79f1-b096-462b-b755-e233eff53f76,8747851a-9f17-4ab5-9d0d-78201cd49198
378d79f1-b096-462b-b755-e233eff53f76,227ab2c5-f2fb-402a-ae49-2b07040b0e78
378d79f1-b096-462b-b755-e233eff53f76,631e9c06-900f-4692-8f68-31658f639c7a
378d79f1-b096-462b-b755-e233eff53f76,741fbc7c-062d-4960-879d-eb1c95ef2904
378d79f1-b096-462b-b755-e233eff53f76,d28c64eb-79dd-4cbb-848c-a901c6a1c432
378d79f1-b096-462b-b755-e233eff53f76,9a915edc-fba2-4f02-a0f2-d0eaabb003ee
378d79f1-b096-462b-b755-e233eff53f76,54f1dcc4-a680-4fa9-b957-0b54b0526bd6
378d79f1-b096-462b-b755-e233eff53f76,ad6ead0b-9702-405c-9719-dac1011d326b
378d79f1-b096-462b-b755-e233eff53f76,9b807427-3492-4303-bfcc-6b1fadf997f6
378d79f1-b096-462b-b755-e233eff53f76,cf6f4535-5edb-467c-8ae4-25569dca3085
378d79f1-b096-462b-b755-e233eff53f76,d47d5404-9214-438c-a688-8801eb40fb7e
378d79f1-b096-462b-b755-e233eff53f76,7665907d-0fa3-4f09-b46c-70932ceba535
378d79f1-b096-462b-b755-e233eff53f76,e8b59533-ac62-4895-a77d-55eff7890842
378d79f1-b096-462b-b755-e233eff53f76,c5826803-2526-4329-86ed-69e4f68f6359
378d79f1-b096-462b-b755-e233eff53f76,156ca89b-334c-4e68-ab02-869afca627a3
378d79f1-b096-462b-b755-e233eff53f76,08518f67-c25e-4fbe-9511-51d3294cde3f
b0cf3341-3afc-4b73-ab8d-5422c0c90345,bdae7c01-62bd-4da1-88ce-b6b4babf3e84
b0cf3341-3afc-4b73-ab8d-5422c0c90345,315ef72d-65a1-4249-a8e1-534849ed4436
b0cf3341-3afc-4b73-ab8d-5422c0c90345,dcf8b2cc-ee46-4e18-a0db-cb2c971082a7
b0cf3341-3afc-4b73-ab8d-5422c0c90345,06a9243a-1231-4f92-a654-e1886afdbdb7
b0cf3341-3afc-4b73-ab8d-5422c0c90345,3736b7ea-1966-411f-8a96-b3537ff4ea71
b0cf3341-3afc-4b73-ab8d-5422c0c90345,56605366-5268-4640-9885-90103eaa753e
