AuthorId,PaperId,IsCorresponding
57218202833,9e27a083-e5cc-4796-a969-013f68aaf697,True
7004904337,9e27a083-e5cc-4796-a969-013f68aaf697,False
7005513246,9e27a083-e5cc-4796-a969-013f68aaf697,False
6508306234,e99a7958-03a7-4e66-8f5f-ad3c67217b89,True
9277159100,e99a7958-03a7-4e66-8f5f-ad3c67217b89,False
6507358470,e99a7958-03a7-4e66-8f5f-ad3c67217b89,False
57204031131,ac5c33a3-39c6-4814-b313-2a392b20fc29,True
6602649851,ac5c33a3-39c6-4814-b313-2a392b20fc29,False
56830076500,ac5c33a3-39c6-4814-b313-2a392b20fc29,False
57204029674,ac5c33a3-39c6-4814-b313-2a392b20fc29,False
57204032253,ac5c33a3-39c6-4814-b313-2a392b20fc29,False
57217149830,50c01ef0-d84c-4505-96a2-f87dd3861de6,True
57217149403,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
57217145377,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
57217146534,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
57217147399,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
57217147006,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
57210571665,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
55611356500,50c01ef0-d84c-4505-96a2-f87dd3861de6,False
57218886193,378d79f1-b096-462b-b755-e233eff53f76,True
57210260262,378d79f1-b096-462b-b755-e233eff53f76,False
6701777223,378d79f1-b096-462b-b755-e233eff53f76,False
8448666000,378d79f1-b096-462b-b755-e233eff53f76,False
36149254500,b0cf3341-3afc-4b73-ab8d-5422c0c90345,True
57191155872,b0cf3341-3afc-4b73-ab8d-5422c0c90345,False
56681156600,b0cf3341-3afc-4b73-ab8d-5422c0c90345,False
35088650000,b0cf3341-3afc-4b73-ab8d-5422c0c90345,False
7201741468,b0cf3341-3afc-4b73-ab8d-5422c0c90345,False
7402786794,b0cf3341-3afc-4b73-ab8d-5422c0c90345,False
57191822951,7283e8e2-efac-442d-a544-056cd43c0fe1,True
56830076500,7283e8e2-efac-442d-a544-056cd43c0fe1,False
57188654880,7283e8e2-efac-442d-a544-056cd43c0fe1,False
57192247939,c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,True
57218886193,c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,False
6701777223,c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,False
8448666000,c30ee9d3-4421-4a88-b6b8-47a59fcc13cd,False
57218593962,3e7edf41-83c4-4c24-82b6-8218750c6507,True
57218593446,3e7edf41-83c4-4c24-82b6-8218750c6507,False
57218591162,3e7edf41-83c4-4c24-82b6-8218750c6507,False
57201772566,3e7edf41-83c4-4c24-82b6-8218750c6507,False
16422844400,3e7edf41-83c4-4c24-82b6-8218750c6507,False
7102975249,3e7edf41-83c4-4c24-82b6-8218750c6507,False
57193338296,acb474c9-8727-4805-bfcb-61749a956687,True
57194692502,acb474c9-8727-4805-bfcb-61749a956687,False
57202017958,acb474c9-8727-4805-bfcb-61749a956687,False
57205128747,acb474c9-8727-4805-bfcb-61749a956687,False
55829396600,acb474c9-8727-4805-bfcb-61749a956687,False
57201634652,87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,True
57218685929,87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,False
18535712500,87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,False
56248593800,a0adf04b-145f-444f-92ac-8d6d589f6daf,True
10640480600,a0adf04b-145f-444f-92ac-8d6d589f6daf,False
24923036100,a0adf04b-145f-444f-92ac-8d6d589f6daf,False
7201675107,a0adf04b-145f-444f-92ac-8d6d589f6daf,False
36149254500,c2c2cc21-801d-4063-88a5-dc12a6b09e7d,True
57191155872,c2c2cc21-801d-4063-88a5-dc12a6b09e7d,False
56681156600,c2c2cc21-801d-4063-88a5-dc12a6b09e7d,False
7201741468,c2c2cc21-801d-4063-88a5-dc12a6b09e7d,False
35088650000,c2c2cc21-801d-4063-88a5-dc12a6b09e7d,False
7402786794,c2c2cc21-801d-4063-88a5-dc12a6b09e7d,False
56330168500,b5f3170c-42cc-404c-8421-b4a55b480ef5,True
9942259800,b5f3170c-42cc-404c-8421-b4a55b480ef5,False
57201257192,b5f3170c-42cc-404c-8421-b4a55b480ef5,False
56260937200,b5f3170c-42cc-404c-8421-b4a55b480ef5,False
57081918700,b5f3170c-42cc-404c-8421-b4a55b480ef5,False
55487415500,b5f3170c-42cc-404c-8421-b4a55b480ef5,False
7202083837,f6cba2e2-ad44-4685-8678-02063c044499,True
57210290270,f6cba2e2-ad44-4685-8678-02063c044499,False
57210288045,f6cba2e2-ad44-4685-8678-02063c044499,False
57210287166,f6cba2e2-ad44-4685-8678-02063c044499,False
57211254337,f6cba2e2-ad44-4685-8678-02063c044499,False
57210292389,f6cba2e2-ad44-4685-8678-02063c044499,False
57218761022,f6cba2e2-ad44-4685-8678-02063c044499,False
35147940600,f6cba2e2-ad44-4685-8678-02063c044499,False
57201912667,839f3754-fce6-4467-99ec-10ecaaaa9e45,True
7202282831,839f3754-fce6-4467-99ec-10ecaaaa9e45,False
57218107757,839f3754-fce6-4467-99ec-10ecaaaa9e45,False
57198832579,839f3754-fce6-4467-99ec-10ecaaaa9e45,False
57218097969,839f3754-fce6-4467-99ec-10ecaaaa9e45,False
7003302831,839f3754-fce6-4467-99ec-10ecaaaa9e45,False
16066928300,839f3754-fce6-4467-99ec-10ecaaaa9e45,False
56584019300,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,True
57217581937,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,False
57214937519,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,False
57217581770,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,False
55542008600,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,False
56714263700,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,False
8608718200,2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,False
57194874146,b3ec8328-8003-4af8-99b5-7fd1912be5d5,True
8935141300,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
57194231165,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
6601976036,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
35547089300,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
7004479819,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
55413647400,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
55739722900,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
7201970805,b3ec8328-8003-4af8-99b5-7fd1912be5d5,False
57217041570,170e7425-527e-45c5-8aec-167bd9aaf6b0,True
57200117690,170e7425-527e-45c5-8aec-167bd9aaf6b0,False
57207689986,170e7425-527e-45c5-8aec-167bd9aaf6b0,False
57200699937,170e7425-527e-45c5-8aec-167bd9aaf6b0,False
7202316035,170e7425-527e-45c5-8aec-167bd9aaf6b0,False
7102975249,170e7425-527e-45c5-8aec-167bd9aaf6b0,False
35209941000,170e7425-527e-45c5-8aec-167bd9aaf6b0,False
57219312906,48f71958-e144-4cb9-a45b-5199b10c74f8,True
57215534774,48f71958-e144-4cb9-a45b-5199b10c74f8,False
35303536900,48f71958-e144-4cb9-a45b-5199b10c74f8,False
57216811262,93778143-91c4-4c32-9e3d-12a2220e4aed,True
8705255200,93778143-91c4-4c32-9e3d-12a2220e4aed,False
57218879246,78ea7488-8440-4523-a452-e6d6cca0fb04,True
57218883196,78ea7488-8440-4523-a452-e6d6cca0fb04,False
57218883472,78ea7488-8440-4523-a452-e6d6cca0fb04,False
57218875152,78ea7488-8440-4523-a452-e6d6cca0fb04,False
35209941000,78ea7488-8440-4523-a452-e6d6cca0fb04,False
36444802300,78ea7488-8440-4523-a452-e6d6cca0fb04,False
7402967162,301bca0e-b1b6-4294-bc88-aa15e01bb01f,True
56196521900,301bca0e-b1b6-4294-bc88-aa15e01bb01f,False
35597296700,301bca0e-b1b6-4294-bc88-aa15e01bb01f,False
55649569259,301bca0e-b1b6-4294-bc88-aa15e01bb01f,False
55849071700,ec354951-600d-436d-aa7b-ce27e595ec72,True
57190404271,ec354951-600d-436d-aa7b-ce27e595ec72,False
35562442700,ec354951-600d-436d-aa7b-ce27e595ec72,False
7006542177,ec354951-600d-436d-aa7b-ce27e595ec72,False
36668159600,ec354951-600d-436d-aa7b-ce27e595ec72,False
57215136260,dca49e37-f9f4-428e-8592-3a2da1336bef,True
56442655200,dca49e37-f9f4-428e-8592-3a2da1336bef,False
55827824100,dca49e37-f9f4-428e-8592-3a2da1336bef,False
57197773578,81d82eb9-b897-4569-8946-5c7c35ec12e8,True
57204761536,81d82eb9-b897-4569-8946-5c7c35ec12e8,False
7004300863,81d82eb9-b897-4569-8946-5c7c35ec12e8,False
8421746800,81d82eb9-b897-4569-8946-5c7c35ec12e8,False
57203660684,644b5ae7-bb99-4ec2-b530-65e032829eaf,True
35562442700,644b5ae7-bb99-4ec2-b530-65e032829eaf,False
57218095797,469da8cf-7bc1-41fa-824d-1dada092bd03,True
57218102993,469da8cf-7bc1-41fa-824d-1dada092bd03,False
57218105310,469da8cf-7bc1-41fa-824d-1dada092bd03,False
57197795830,469da8cf-7bc1-41fa-824d-1dada092bd03,False
14033673100,469da8cf-7bc1-41fa-824d-1dada092bd03,False
57205285411,b2e3f78f-9b53-4079-a223-1350bd0270ef,True
57205288709,b2e3f78f-9b53-4079-a223-1350bd0270ef,False
57205293533,b2e3f78f-9b53-4079-a223-1350bd0270ef,False
6701746882,b2e3f78f-9b53-4079-a223-1350bd0270ef,False
10141271600,b2e3f78f-9b53-4079-a223-1350bd0270ef,False
7202277096,b2e3f78f-9b53-4079-a223-1350bd0270ef,False
57214937519,522e5586-a8b3-4453-9df6-2699ef147cf0,True
6701720294,522e5586-a8b3-4453-9df6-2699ef147cf0,False
57211516485,522e5586-a8b3-4453-9df6-2699ef147cf0,False
57200077532,b3882133-d997-4d94-872b-6a2cd47b7f63,True
55613237293,b3882133-d997-4d94-872b-6a2cd47b7f63,False
35562442700,b3882133-d997-4d94-872b-6a2cd47b7f63,False
57208246750,c731e193-f45a-41c8-945a-1b19cdf43eec,True
57206834042,c731e193-f45a-41c8-945a-1b19cdf43eec,False
7003292762,c731e193-f45a-41c8-945a-1b19cdf43eec,False
19638969800,c731e193-f45a-41c8-945a-1b19cdf43eec,False
55301279200,c731e193-f45a-41c8-945a-1b19cdf43eec,False
57192247939,5c165f59-bd03-446b-ac80-69984945f5d9,True
57218886193,5c165f59-bd03-446b-ac80-69984945f5d9,False
6701777223,5c165f59-bd03-446b-ac80-69984945f5d9,False
8448666000,5c165f59-bd03-446b-ac80-69984945f5d9,False
7402258065,ea61dab2-1c5c-4c95-a93d-1385846cc549,True
36987999600,93b82090-f9e8-4a5e-829f-d10a9963cd1a,True
7003868048,93b82090-f9e8-4a5e-829f-d10a9963cd1a,False
7202083837,93b82090-f9e8-4a5e-829f-d10a9963cd1a,False
57190402922,01ea8a21-e1f7-4a40-94c4-20822804c2f2,True
36668159600,01ea8a21-e1f7-4a40-94c4-20822804c2f2,False
7006542177,01ea8a21-e1f7-4a40-94c4-20822804c2f2,False
57199050938,6d128833-ef8b-4bfd-ae8a-690cfc9edb4d,True
57211158470,6d128833-ef8b-4bfd-ae8a-690cfc9edb4d,False
57195286623,6d128833-ef8b-4bfd-ae8a-690cfc9edb4d,False
35790633100,6d128833-ef8b-4bfd-ae8a-690cfc9edb4d,False
12142543700,6d128833-ef8b-4bfd-ae8a-690cfc9edb4d,False
8715877100,6d128833-ef8b-4bfd-ae8a-690cfc9edb4d,False
