EditionId,LocationId
710e53ec-4762-4a50-a6ee-a36291c22d9f,1764101151
bf721716-35aa-4b72-866b-024f1e992a28,1840020284
09dcb15e-156e-460a-b659-49a8da83e90e,1688477275
2aa4a735-f34f-46fa-a730-165d6a75aa13,1032905249
0342a195-e7a7-4ccf-b67a-3c89ec99d1a3,1608368777
397dbe6d-dcb8-4fe5-82ed-6c999db71345,1156033855
8ca12b2f-2950-4753-bbc5-7cfaf9f7f878,1250464299
3450a5c5-0281-4bd2-87c5-75a85601c3e7,1180077706
f4dd82cb-1118-451b-9454-c3ed2b9530fa,1608871272
0e29047f-77cc-4ba0-a8f0-9084eccc09ec,1608129969
01dbdd6b-4725-4af5-95ee-0bd2539e5682,1380676054
c5fdd652-1114-41e4-b181-4014b6860819,1076653841
8d7ff5cd-0f98-443f-9cae-379bc8c39a31,1643220768
84b09879-9db1-4411-a46f-9c5ddac8a0ac,1076001020
c990d2d4-2d8b-482c-90cb-6ee4c92b9bbd,1156666223
ecab8b89-7259-48ba-b237-443780a4bc59,1276982088
50b59f61-0325-47e9-b611-2a777850079a,1276174546
73b90f14-04f3-443e-8d32-86b7d5ba0904,1072304817
da71a125-eb99-4e53-9948-51eee945c824,1156601329
ba9d13bd-8b47-4a89-a82c-b979c3bcc547,1380676054
1e20fcab-7a3e-4223-abf7-914263701d38,1356049560
21d19b9e-6209-4e50-9a61-1811c97c57b5,1250829671
06f0fa68-8600-4c7a-94e3-8ebdf92d81ba,1124162305
34df64c3-a7ce-45a7-b4e8-fc8d46ab646a,1380195076
f5c5a4b0-0d5e-4490-9cb3-fffb97555535,1156368240
5fbb744d-f794-4168-804a-7d582e4acc9b,1840019684
ed3d44ef-d8c8-4a8b-b7cf-8dd7f31ee32c,1840075898
69c1f2eb-226e-4a03-8e9a-084440cd8e31,1076170916
b05b10af-6c5a-4f5c-b217-1a508a4fd076,1840010224
9bbd4794-f7df-4c0e-90c8-c4dcea6df7d5,1156235765
5657220d-7ec2-444a-84d2-307c963cc7f9,1356049560
81a692b1-e332-470a-9447-a13d64770b25,1643220768
d5a6502d-7905-4591-9624-2b50e432366e,1608702400
cd96fe94-beda-4459-88ce-bcc06c547e14,1031852579
d24c70ef-4bcb-4977-bfad-00e8008c44da,1860479627
bfe7600d-191f-4c78-a082-fa3ea80ddd16,1076170916
21381685-5292-4423-80a7-b161a00cdaea,1156235765
d09559f4-b3dd-4593-8873-a3d5b30913ad,1250829671
43ab7469-1a22-4903-b031-3586774f6823,1234871801
3addad36-4ab3-40d8-8d01-adde33ed9752,1356100988
cf054a8f-0083-4358-b313-9801a85967d9,1231777741
d259c82b-1a00-449c-b733-614c73ff7a73,1643220768
e4a34a4d-3095-4a47-9e83-8f4abad5b2ae,1076653841
5298a2a4-32bd-42b5-91b8-ecd1d0b3eb26,1124162305
91fa1274-b8d4-46bd-aaa8-b24f72df9dfd,1860479627
1de459e2-cb92-4869-b332-ce4f9f4a424f,1356100988
c7a628ea-9580-4b6f-ab72-9670aeef67d6,1703307007
1c96874f-ac53-48b1-8759-8190d0012c3e,1840142496
30e4664a-9958-4adc-9aa6-5500d386a57c,1156235765
3d00e32c-9d08-4f42-a2c6-f43bbc45aa5c,1608368777
ef167657-ea5b-4411-a421-d031690c027b,1528919863
c778b9fa-a5ee-4af0-bd65-95e44027df72,1180077706
36160fd6-1e23-4ea9-b4af-a1c0f17d1f12,1156033855
3d7d396e-b0ea-4475-8c2b-846847229c22,1840020284
6601cdde-adcd-49c1-87e5-b2d54211c799,1156235765
c6bdf731-8483-437d-9fc7-fc6745b366af,1170109956
42988e94-d4e8-407a-bb2c-9b2d8651c277,1250829671
978b884b-2ad3-44a1-abd5-2f1d9376aed3,1764256426
f2feb968-e6fb-4235-b86d-b5cdce92326c,1643213721
13dc6ca1-b894-4c51-a950-3a6f502cd74c,1392003532
d52560a1-6f4d-4380-b1bd-6a0ee8ee5ce7,1170109956
73c5e71d-2b93-46fc-a5a2-e3e181d68524,1724206895
89e6728b-fdcd-4766-b9ff-08368bce6fcb,1504028221
d0e5dc11-cfc5-40ea-8b89-7549d8250a79,1840021123
931d8266-caac-4d5d-87ed-5de81ca81d88,1608129969
66c99b55-6f58-45bb-9daf-d87f291669f1,1860479627
ee4c7ce1-2384-4a81-b1c2-4fedde2c153b,1234871801
d64467e9-cc86-4c46-a319-9ec7c9d36edd,1156235765
b99967e3-3ec0-433a-88cc-b8f850f75c6d,1076975791
84273c72-b8fd-4499-b3d8-d7e4f98c043d,1688477275
e6861de0-a81a-447d-8bce-44a8bcce85fa,1764395694
c178f54d-9261-48b8-a262-28693f54693f,1840010224
20768d3e-1319-44b3-a85e-e1da40f45a3a,1528919863
938f2949-65db-406c-8a0a-8e9a7bc7a6b3,1032905249
a03b7222-ca02-47a0-92c3-d2b22bd9c0d3,1764395694
f5f14787-ae38-4005-b7f8-c27dea016ff1,1608368777
7ac2e5c0-2ae2-4c4e-919c-7c9da822760a,1901138430
ad222b64-49c1-4106-bdc7-f32af0d8c645,1608871272
0da4d939-59d2-4446-ae37-56443a5b4fb2,1840010224
31d8386f-de78-43be-80e9-0e0cb31183ba,1276982088
e3284522-f712-4c11-86dd-57d0b9b07388,1380235460
656cf349-2c6c-4a41-942f-e083d9150562,1076118860
89d1a52c-a7fc-443b-b482-f6f90ab412d1,1180077706
97f804ff-fd8e-48fb-a4e1-4f688b12a25d,1688477275
d6f46b7b-a58b-4494-af44-d167bd44444a,1156257074
8afec567-adfa-44b6-b14a-81973e33bfe2,1276982088
a1bba8fd-60ab-496e-bed3-de37f8de52f8,1156235765
70a27178-0ff0-45c6-8f91-bf5a715fd6bd,1504028221
988e423d-a40e-4770-9f77-47f2cd93d43a,1764101151
68a2cbb3-6286-417e-9b3d-0d05f0964e32,1231777741
bb9d8203-c508-4f43-8ddd-280beeb5a928,1840019684
fad851ac-c87a-4131-b2d1-cb7733db572d,1250829671
5bf1ff60-a5fc-4be0-b289-244d611eff90,1072304817
cd98917d-c71f-4c0d-ae2b-dbf1ad131972,1156666223
c2fa60fc-3e20-42fd-94a6-8ba55fc72672,1156666223
f11a2aeb-649a-4a8a-bcd0-414e720c50f5,1156368240
03428be3-15bf-4c12-b4b6-ea9f5ff6cbd9,1840023353
352fc326-6ada-4410-bdd2-39dd06feac5e,1764101151
78465938-646d-4fce-a4a6-6b1358ecd6c1,1764101151
7a6727aa-b654-4f28-b0d3-a763bce50447,1276609221
f816c52c-c98a-4bbf-861f-2058e5f4f26d,1276982088
2a621f94-a2d2-4a95-b742-a017bbb1121a,1608871272
bd7f0c4a-0fe4-48cc-879d-808c1b4c7489,1764256426
f75a80f7-9668-480b-953a-dee7d694d961,1032444981
b66f2ddd-7bec-41cc-9928-e289ec2092e7,1250829671
1eaa1d95-c597-4425-abbc-c7469fc8b079,1152498637
7dce1dc3-eeef-48b8-8b7b-1219515e3c83,1840029096
af7f961d-1e2c-425e-b4ff-7c00bf69b092,1156601329
feefb2fd-7044-4c3f-b116-e0489f701886,1250464299
75bedd3a-1a31-4b5f-a6a3-d4b0a0910e33,1840022411
d407ae23-f1b7-45f6-9c2b-2e31a78aef45,1840020284
