PaperId,KeywordId
9e27a083-e5cc-4796-a969-013f68aaf697,0ed9d196-d119-4200-af11-9b1777b1770b
9e27a083-e5cc-4796-a969-013f68aaf697,709fd767-0068-424c-9801-ef1197fdc75e
eb797b92-e20f-46d0-b5b5-290554700ea5,709fd767-0068-424c-9801-ef1197fdc75e
9e27a083-e5cc-4796-a969-013f68aaf697,846ee653-23b4-4a99-96e5-3534f9616391
2f1eceec-96d5-475a-9db3-1371454f5927,846ee653-23b4-4a99-96e5-3534f9616391
9e27a083-e5cc-4796-a969-013f68aaf697,e7c9ddd9-75ad-4980-8b78-1701ac718feb
d1d56286-c68b-427a-87f3-2d20c99696ee,e7c9ddd9-75ad-4980-8b78-1701ac718feb
283a3202-ad61-43e9-a46b-f74ee8aeef2c,e7c9ddd9-75ad-4980-8b78-1701ac718feb
9e27a083-e5cc-4796-a969-013f68aaf697,791db45c-1e90-49bd-a479-69b689e932fb
8ca01566-2f6a-454e-8f7c-00d0972b8aa5,791db45c-1e90-49bd-a479-69b689e932fb
8d3512e9-1ffb-4c28-9764-f77a50de95fc,791db45c-1e90-49bd-a479-69b689e932fb
9e27a083-e5cc-4796-a969-013f68aaf697,5f5c8c85-d06b-4fe3-aa03-ce05b1a53dd0
9e27a083-e5cc-4796-a969-013f68aaf697,f4b0d17f-b636-4467-b8f8-101edd49da28
e559e79f-b622-4047-a23b-5c30fda1ddf9,f4b0d17f-b636-4467-b8f8-101edd49da28
9e27a083-e5cc-4796-a969-013f68aaf697,fb4b9400-5e7f-4286-9c95-cefcc3640180
9e27a083-e5cc-4796-a969-013f68aaf697,b29eb038-9451-4ea8-8e1e-3db25f218268
9e27a083-e5cc-4796-a969-013f68aaf697,db9abea4-33ee-4d3c-8c84-e6baee333311
9e27a083-e5cc-4796-a969-013f68aaf697,e171a80f-665d-485b-99a6-6b306abad055
624e97c8-91d0-48b7-ba9b-c2af5abfb17d,e171a80f-665d-485b-99a6-6b306abad055
9e27a083-e5cc-4796-a969-013f68aaf697,33f3c69f-d17c-410c-a283-e20a8a7259dc
9e27a083-e5cc-4796-a969-013f68aaf697,faafdb34-5c56-4810-9b72-ea65142c28db
87fbf45b-cc3d-4c0b-ab39-a14abcf4f5a2,faafdb34-5c56-4810-9b72-ea65142c28db
a0adf04b-145f-444f-92ac-8d6d589f6daf,faafdb34-5c56-4810-9b72-ea65142c28db
2eeafc3c-86fb-4d0d-817d-6d8c590f04c6,faafdb34-5c56-4810-9b72-ea65142c28db
469da8cf-7bc1-41fa-824d-1dada092bd03,faafdb34-5c56-4810-9b72-ea65142c28db
b3882133-d997-4d94-872b-6a2cd47b7f63,faafdb34-5c56-4810-9b72-ea65142c28db
01ea8a21-e1f7-4a40-94c4-20822804c2f2,faafdb34-5c56-4810-9b72-ea65142c28db
7eaef6d3-8cde-4bc7-aafe-e8304e2de26d,faafdb34-5c56-4810-9b72-ea65142c28db
98717c06-7c80-490e-adea-46cc553746f2,faafdb34-5c56-4810-9b72-ea65142c28db
7508de66-671e-44b5-8e9b-e24d69258d93,faafdb34-5c56-4810-9b72-ea65142c28db
c030dcb8-de51-41fb-965c-b920ae1a979b,faafdb34-5c56-4810-9b72-ea65142c28db
fea2dfd1-0724-4cd0-b480-710d98646c0c,faafdb34-5c56-4810-9b72-ea65142c28db
250cc56d-9891-479e-931f-1bc383cb229c,faafdb34-5c56-4810-9b72-ea65142c28db
e789cbd2-abc5-41a2-bf56-3a5ea276dd24,faafdb34-5c56-4810-9b72-ea65142c28db
8a0fd9bc-df4c-42eb-93f9-033d067febb1,faafdb34-5c56-4810-9b72-ea65142c28db
db6ced48-35a8-47f4-a4d4-d089acc05a18,faafdb34-5c56-4810-9b72-ea65142c28db
78ba7c49-435e-465e-8021-78da6619cc5b,faafdb34-5c56-4810-9b72-ea65142c28db
b02898b0-9d59-41bc-a1b3-0df484e1a434,faafdb34-5c56-4810-9b72-ea65142c28db
2626ded0-bcef-4584-a44a-5f5f0a6d2c31,faafdb34-5c56-4810-9b72-ea65142c28db
a4b5ae47-b23a-4cf8-a170-1159a9a61924,faafdb34-5c56-4810-9b72-ea65142c28db
c92b5ac9-7ce3-4a64-bb31-f95dff684b15,faafdb34-5c56-4810-9b72-ea65142c28db
f58f955d-92a5-4cb1-8090-751c74598f26,faafdb34-5c56-4810-9b72-ea65142c28db
52d6c805-6a1a-4210-af8f-48baf2f93fbd,faafdb34-5c56-4810-9b72-ea65142c28db
5a6e3877-f14d-4080-829c-c66da88ed38b,faafdb34-5c56-4810-9b72-ea65142c28db
36a9be1e-89b2-458d-9f97-fba949f82339,faafdb34-5c56-4810-9b72-ea65142c28db
91bb6a70-2063-4eb6-bd77-cc87852a5107,faafdb34-5c56-4810-9b72-ea65142c28db
6588990c-865f-4846-9f6a-5fd754fb4521,faafdb34-5c56-4810-9b72-ea65142c28db
9e59a52b-b9f2-4ade-a2f6-0c880f8b4cd3,faafdb34-5c56-4810-9b72-ea65142c28db
72c95bcc-088e-41cb-846b-1dfcf9593a7e,faafdb34-5c56-4810-9b72-ea65142c28db
80679ccd-66e8-4495-9025-3e7b06249328,faafdb34-5c56-4810-9b72-ea65142c28db
17bc3fd1-1cbc-4165-b4b7-522c61b79ab9,faafdb34-5c56-4810-9b72-ea65142c28db
4e92bf4e-4589-430b-bd7a-17a940bd435e,faafdb34-5c56-4810-9b72-ea65142c28db
39f4849b-6eff-4672-ab6c-ea84a8c779d5,faafdb34-5c56-4810-9b72-ea65142c28db
31871f93-4711-409d-ac7c-2f67564107fc,faafdb34-5c56-4810-9b72-ea65142c28db
7665907d-0fa3-4f09-b46c-70932ceba535,faafdb34-5c56-4810-9b72-ea65142c28db
46072a88-337f-4e8e-af28-c81d8ad159cd,faafdb34-5c56-4810-9b72-ea65142c28db
d3609d65-3def-49b7-8384-d9cca9b6cbe7,faafdb34-5c56-4810-9b72-ea65142c28db
5fbca32f-8d65-4252-a7c3-7dc59590d81a,faafdb34-5c56-4810-9b72-ea65142c28db
a9440291-5360-46c8-a9a7-aeb7ed32afaa,faafdb34-5c56-4810-9b72-ea65142c28db
4fa3c92b-5f2d-421b-b827-c4a866a5ebe0,faafdb34-5c56-4810-9b72-ea65142c28db
178c8c2a-c051-4a95-beb6-d262637772e4,faafdb34-5c56-4810-9b72-ea65142c28db
b242875e-5ca8-40a2-aa64-264a2bd16ae4,faafdb34-5c56-4810-9b72-ea65142c28db
78ffb3cb-d9b7-48f2-99a7-08dc93d08cef,faafdb34-5c56-4810-9b72-ea65142c28db
bbffed1b-af70-43c1-9494-8ac8635d98cf,faafdb34-5c56-4810-9b72-ea65142c28db
d20f6800-cbcc-4839-a3f6-4ef71c5f0d58,faafdb34-5c56-4810-9b72-ea65142c28db
ad6ead0b-9702-405c-9719-dac1011d326b,faafdb34-5c56-4810-9b72-ea65142c28db
8489f347-ecb6-4d9b-b360-0325bef1d9bc,faafdb34-5c56-4810-9b72-ea65142c28db
a3e60c28-6f81-4d34-b569-82dc6087b1fd,faafdb34-5c56-4810-9b72-ea65142c28db
56c1beb6-3e86-4ae5-ac7e-8850ffdd17bf,faafdb34-5c56-4810-9b72-ea65142c28db
1dd545c4-5369-4cb8-ac55-c92e7c0586a7,faafdb34-5c56-4810-9b72-ea65142c28db
7df8b1ab-ff8e-4408-9122-e66bfaf0154c,faafdb34-5c56-4810-9b72-ea65142c28db
7519437c-e741-4ee6-8d2e-86972a6ba169,faafdb34-5c56-4810-9b72-ea65142c28db
8086ad73-2318-4395-b9b9-fd8b094a9ce6,faafdb34-5c56-4810-9b72-ea65142c28db
f690a0a2-05df-43c2-95c8-bb852ad0a1d8,faafdb34-5c56-4810-9b72-ea65142c28db
f5d2e868-18f4-46d0-a0aa-180614ddd840,faafdb34-5c56-4810-9b72-ea65142c28db
a342f012-5b89-4f28-937e-2004cae2b39e,faafdb34-5c56-4810-9b72-ea65142c28db
7612038d-8acc-496f-a462-68efce5dab16,faafdb34-5c56-4810-9b72-ea65142c28db
79f89c48-cee6-4da1-a9d4-a2e7ba715507,faafdb34-5c56-4810-9b72-ea65142c28db
e63879bf-6010-42bd-beda-ff2c5416412a,faafdb34-5c56-4810-9b72-ea65142c28db
0894b7fb-ff75-4912-a256-535fc52512ef,faafdb34-5c56-4810-9b72-ea65142c28db
4ce49db1-be21-4b6c-a3e5-d8269040ace8,faafdb34-5c56-4810-9b72-ea65142c28db
22ae2388-6b70-4426-b105-b1b5fae5a910,faafdb34-5c56-4810-9b72-ea65142c28db
14da3b78-1f72-4ce5-96e3-deb78ddafb99,faafdb34-5c56-4810-9b72-ea65142c28db
9c9d690d-78ce-4cc4-8844-e8833ac63dca,faafdb34-5c56-4810-9b72-ea65142c28db
7c056b79-7d97-4ca3-a12b-a695472ec0f1,faafdb34-5c56-4810-9b72-ea65142c28db
bab272f5-f93c-4a6f-8da8-e1f2cd3ab3c3,faafdb34-5c56-4810-9b72-ea65142c28db
f6e4d497-1dcd-4c12-8299-9b6299a41851,faafdb34-5c56-4810-9b72-ea65142c28db
3cf21165-16c0-4ae9-9133-acaf18995284,faafdb34-5c56-4810-9b72-ea65142c28db
6ac597d0-0eb4-47ae-9241-70e08fa2421b,faafdb34-5c56-4810-9b72-ea65142c28db
efcc6e19-8a56-4465-9a40-e2d7cf2c184a,faafdb34-5c56-4810-9b72-ea65142c28db
fffddb5d-3bbd-4442-97a6-0bfe09cbc50f,faafdb34-5c56-4810-9b72-ea65142c28db
0a54fefc-b820-4e9f-8b3a-ca1d398e5599,faafdb34-5c56-4810-9b72-ea65142c28db
e80298f8-0b90-45ef-8ad1-37509c5637ae,faafdb34-5c56-4810-9b72-ea65142c28db
528474e4-e89f-408f-a45f-bbddf0c7b56d,faafdb34-5c56-4810-9b72-ea65142c28db
5b58513f-9581-4213-b31f-bbd2501630dd,faafdb34-5c56-4810-9b72-ea65142c28db
b65167b8-38e2-4dcc-80ce-7fd8a7ce6b49,faafdb34-5c56-4810-9b72-ea65142c28db
5cffd494-96ed-4abb-86b5-6bb794e78da8,faafdb34-5c56-4810-9b72-ea65142c28db
1195731d-91a0-4ded-973c-b2a401e4d725,faafdb34-5c56-4810-9b72-ea65142c28db
